playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K_per_9,BB_per_9,K_BB_ratio,ERA_calc,FIP,OBA,QS_pct,H_per_9,HR_per_9,SO_per_BB,ERA_minus,FIP_minus,BF,K_pct
abbotan01,2024,1,CIN,NL,10,10,25,25,0,0,0,414,127,57,25,52,114,0.24,3.72,1,5,2,0,586,0,60,1,2,6,138,1.297,7.435,3.391,2.192,3.717,4.933,0.217,NA,8.283,1.63,2.192,87.9,125.7,166,68.7
abreubr01,2024,1,HOU,AL,3,3,78,0,0,0,1,235,59,27,9,32,103,0.207,3.1,0,4,6,1,325,3,27,1,1,5,78.33333333333333,1.162,11.834,3.677,3.219,3.102,3.189,0.182,NA,6.779,1.034,3.219,73.3,81.3,135,76.3
adamja01,2024,2,SDN,NL,3,0,27,0,0,0,0,80,14,3,1,7,31,0.152,1.01,1,2,3,1,102,1,3,0,0,2,26.666666666666668,0.787,10.462,2.363,4.429,1.012,2.05,0.137,NA,4.725,0.337,4.429,23.9,52.2,38,81.6
adamja01,2024,1,TBA,AL,4,2,47,0,0,0,4,141,26,13,4,16,50,0.164,2.49,3,0,3,0,180,9,17,0,2,3,47,0.894,9.574,3.064,3.125,2.489,3.1,0.144,NA,4.979,0.766,3.125,58.9,79,66,75.8
adamsau02,2024,1,OAK,AL,1,2,56,0,0,0,0,124,38,18,4,23,53,0.25,3.92,2,6,13,0,191,6,20,1,2,3,41.333333333333336,1.476,11.54,5.008,2.304,3.919,3.463,0.199,NA,8.274,0.871,2.304,92.7,88.2,76,69.7
adonjo01,2024,1,WAS,NL,0,0,8,1,0,0,0,32,12,8,2,4,6,0.293,6.75,0,0,1,0,48,5,8,1,1,1,10.666666666666666,1.5,5.062,3.375,1.5,6.75,5.537,0.25,NA,10.125,1.688,1.5,159.6,141.1,10,60
aguiaju01,2024,1,CIN,NL,2,1,7,7,0,0,0,95,30,22,8,12,19,0.244,6.25,1,1,5,0,140,0,22,0,0,4,31.666666666666668,1.326,5.4,3.411,1.583,6.253,6.321,0.214,NA,8.526,2.274,1.583,147.8,161.1,31,61.3
akinke01,2024,1,BAL,AL,3,1,66,0,0,0,1,236,55,29,9,19,97,0.193,3.32,1,4,2,0,313,21,31,2,5,2,78.66666666666667,0.941,11.097,2.174,5.105,3.318,2.846,0.176,NA,6.292,1.03,5.105,78.5,72.5,116,83.6
alcaljo01,2024,1,MIN,AL,4,3,54,0,0,0,0,175,40,21,8,20,58,0.19,3.24,1,4,3,0,235,5,23,0,1,1,58.333333333333336,1.029,8.949,3.086,2.9,3.24,3.923,0.17,NA,6.171,1.234,2.9,76.6,100,78,74.4
alexasc01,2024,1,OAK,AL,1,3,45,0,0,0,0,116,31,11,3,15,31,0.223,2.56,7,2,2,0,160,9,14,2,2,4,38.666666666666664,1.19,7.216,3.491,2.067,2.56,3.669,0.194,NA,7.216,0.698,2.067,60.5,93.5,46,67.4
alexaty01,2024,1,TBA,AL,6,5,23,9,0,0,0,323,110,61,23,24,90,0.263,5.1,1,0,5,0,455,1,61,2,5,5,107.66666666666669,1.245,7.523,2.006,3.75,5.099,4.874,0.242,NA,9.195,1.923,3.75,120.6,124.2,114,78.9
allarko01,2024,1,PHI,NL,2,0,7,4,0,0,0,81,34,15,5,8,23,0.312,5,0,0,0,0,117,0,15,0,0,4,27,1.556,7.667,2.667,2.875,5,4.693,0.291,NA,11.333,1.667,2.875,118.2,119.6,31,74.2
allenlo01,2024,1,ARI,NL,0,1,12,0,0,0,1,84,32,17,3,10,21,0.281,5.46,0,0,2,0,128,4,17,0,2,0,28,1.5,6.75,3.214,2.1,5.464,4.064,0.25,NA,10.286,0.964,2.1,129.1,103.6,31,67.7
allenlo02,2024,1,CLE,AL,8,5,20,20,0,0,0,292,113,62,22,41,79,0.295,5.73,0,4,4,0,432,0,63,1,3,14,97.33333333333331,1.582,7.305,3.791,1.927,5.733,5.679,0.262,NA,10.449,2.034,1.927,135.5,144.7,120,65.8
almonye01,2024,1,CHN,NL,1,0,17,0,0,0,1,47,9,6,1,8,20,0.161,3.45,1,1,2,0,67,2,7,0,1,0,15.666666666666666,1.085,11.489,4.596,2.5,3.447,2.909,0.134,NA,5.17,0.574,2.5,81.6,74.1,28,71.4
alvarjo03,2024,1,PHI,NL,2,5,66,0,0,0,13,185,49,28,6,28,63,0.215,4.09,1,4,1,0,258,21,30,0,1,5,61.666666666666664,1.249,9.195,4.086,2.25,4.086,3.684,0.19,NA,7.151,0.876,2.25,96.7,93.9,91,69.2
alzolad01,2024,1,CHN,NL,1,4,18,0,0,0,4,52,19,9,6,6,13,0.279,4.67,0,0,1,0,75,11,13,0,0,1,17.333333333333332,1.442,6.75,3.115,2.167,4.673,7.138,0.253,NA,9.865,3.115,2.167,110.4,181.9,19,68.4
anderch01,2024,1,BOS,AL,0,2,27,1,0,0,3,156,46,28,10,19,35,0.231,4.85,1,2,3,0,224,22,34,1,2,1,52,1.25,6.058,3.288,1.842,4.846,5.35,0.205,NA,7.962,1.731,1.842,114.7,136.3,54,64.8
andergr01,2024,1,TEX,AL,0,1,23,0,0,0,1,80,33,24,11,10,29,0.303,8.1,3,0,1,0,120,10,24,0,0,4,26.666666666666668,1.612,9.787,3.375,2.9,8.1,7.412,0.275,NA,11.138,3.712,2.9,191.5,188.9,39,74.4
anderju01,2024,1,CHA,AL,1,2,56,0,0,0,1,160,48,26,5,32,57,0.234,4.39,1,1,3,0,242,14,29,1,1,3,53.333333333333336,1.5,9.619,5.4,1.781,4.388,3.981,0.198,NA,8.1,0.844,1.781,103.8,101.4,89,64
anderni01,2024,1,KCA,AL,3,1,37,0,0,0,1,107,35,16,6,15,29,0.259,4.04,1,1,1,0,153,19,17,0,2,3,35.666666666666664,1.402,7.318,3.785,1.933,4.037,4.922,0.229,NA,8.832,1.514,1.933,95.5,125.4,44,65.9
anderty01,2024,1,LAA,AL,10,15,31,31,0,0,0,538,158,76,24,73,142,0.232,3.81,2,3,7,1,765,0,83,0,4,6,179.33333333333334,1.288,7.126,3.664,1.945,3.814,4.477,0.207,NA,7.929,1.204,1.945,90.1,114.1,215,66
armstsh01,2024,3,CHN,NL,0,1,8,0,0,0,0,22,10,4,0,4,4,0.37,4.91,0,0,0,0,32,2,4,1,0,3,7.333333333333333,1.909,4.909,4.909,1,4.909,3.645,0.312,NA,12.273,0,1,116.1,92.9,8,50
armstsh01,2024,2,SLN,NL,1,0,11,0,0,0,0,38,11,4,1,2,12,0.234,2.84,0,0,0,0,49,3,4,0,0,0,12.666666666666666,1.026,8.526,1.421,6,2.842,2.705,0.224,NA,7.816,0.711,6,67.1,68.9,14,85.7
armstsh01,2024,1,TBA,AL,2,2,38,7,0,0,1,140,56,28,5,19,50,0.292,5.4,0,1,2,1,214,4,30,0,1,2,46.666666666666664,1.607,9.643,3.664,2.632,5.4,3.571,0.262,NA,10.8,0.964,2.632,127.7,91,69,72.5
arrigsp01,2024,1,HOU,AL,7,13,29,28,0,0,0,435,139,73,21,65,171,0.25,4.53,0,3,7,0,632,0,80,0,3,5,145,1.407,10.614,4.034,2.631,4.531,3.969,0.22,NA,8.628,1.303,2.631,107.1,101.1,236,72.5
ashbyaa01,2024,1,MIL,NL,1,2,14,2,0,0,0,85,20,9,2,10,33,0.187,2.86,0,1,0,0,119,3,13,1,1,1,28.333333333333332,1.059,10.482,3.176,3.3,2.859,2.747,0.168,NA,6.353,0.635,3.3,67.6,70,43,76.7
ashcrgr01,2024,1,CIN,NL,5,5,15,15,0,0,0,232,89,45,11,27,57,0.282,5.24,0,4,6,0,350,0,50,0,1,8,77.33333333333333,1.5,6.634,3.142,2.111,5.237,4.522,0.254,NA,10.358,1.28,2.111,123.9,115.2,84,67.9
assadja01,2024,1,CHN,NL,7,6,29,29,0,0,0,441,143,61,20,63,124,0.254,3.73,0,5,5,0,638,0,64,3,4,10,147,1.401,7.592,3.857,1.968,3.735,4.467,0.224,NA,8.755,1.224,1.968,88.2,113.8,187,66.3
avilani01,2024,1,SFN,NL,1,0,8,0,0,0,0,35,17,11,2,3,14,0.34,8.49,0,0,0,0,55,4,12,0,2,0,11.666666666666666,1.714,10.8,2.314,4.667,8.486,3.7,0.309,NA,13.114,1.543,4.667,200.7,94.3,17,82.4
avilape01,2024,2,CLE,AL,5,1,50,0,0,0,1,224,68,27,7,30,73,0.243,3.25,1,4,3,0,318,15,30,0,5,8,74.66666666666667,1.312,8.799,3.616,2.433,3.254,3.569,0.214,NA,8.196,0.844,2.433,76.8,90.9,103,70.9
